datasource_slug	account_code	name	created_from_id	flip_sign	is_total
bh-management-bh-management		ReqRep/Rehab Deletions (Tax Adj)		False	False
bh-management-bh-management		Start-Up Expense		False	False
bh-management-bh-management		Tax Adjustments-ReqRep/Rehab Deletions		False	False
bh-management-bh-management		Total Advertising and Promotions		False	False
bh-management-bh-management		Total Capital Expense		False	False
bh-management-bh-management		Total Capital Expense & Fixed Assets		False	False
bh-management-bh-management		Total Cash Flow		False	False
bh-management-bh-management		Total Cash Flow From Financing		False	False
bh-management-bh-management		Total Cash Flow From Investing		False	False
bh-management-bh-management		Total Cash Flow From Operations		False	False
bh-management-bh-management		Total Controllable Expenses		False	False
bh-management-bh-management		Total Debt Service-Entity Loans		False	False
bh-management-bh-management		Total Debt Service-Property		False	False
bh-management-bh-management		Total Deductions		False	False
bh-management-bh-management		Total Depreciation and Amortization		False	False
bh-management-bh-management		Total Entity Expenses		False	False
bh-management-bh-management		Total General and Administrative Costs		False	False
bh-management-bh-management		Total Gross Potential Rent		False	False
bh-management-bh-management		Total Income		False	False
bh-management-bh-management		Total Insurance and Bonds		False	False
bh-management-bh-management		Total Labor Costs		False	False
bh-management-bh-management		Total Management Fees		False	False
bh-management-bh-management		Total Nonrec Capital Exp-Admin Bldgs		False	False
bh-management-bh-management		Total Nonrec Capital Exp-Ext Bldng		False	False
bh-management-bh-management		Total Nonrec Capital Exp-Int Bldng		False	False
bh-management-bh-management		Total Nonrec Capital Exp-Landscaping		False	False
bh-management-bh-management		Total Nonrec Capital Exp-Mech/Elect/Plumb		False	False
bh-management-bh-management		Total Nonrec Capital Exp-Other		False	False
bh-management-bh-management		Total Nonrec Capital Exp-Site Impr		False	False
bh-management-bh-management		Total Nonrecurring Capital Expense		False	False
bh-management-bh-management		Total Operating Expenses		False	False
bh-management-bh-management		Total Other		False	False
bh-management-bh-management		Total Other Income		False	False
bh-management-bh-management		Total Other Property Expenses		False	False
bh-management-bh-management		Total Property Taxes		False	False
bh-management-bh-management		Total Recurring Capital Exp-Interiors		False	False
bh-management-bh-management		Total Recurring Capital Exp-Other		False	False
bh-management-bh-management		Total Recurring Capital Expenses		False	False
bh-management-bh-management		Total Repairs and Maintenance		False	False
bh-management-bh-management		Total Start-Up Expense		False	False
bh-management-bh-management		Total Utility Costs		False	False
bh-management-bh-management		Utility Costs		False	False
bh-management-bh-management	1000-00	Operating Cash Account		False	False
bh-management-bh-management	1000-01	Operating Cash-2nd Account		False	False
bh-management-bh-management	1000-02	Operating Cash-3rd Account		False	False
bh-management-bh-management	1000-97	Cash Clearing Account		False	False
bh-management-bh-management	1001-00	Depository Cash Account		False	False
bh-management-bh-management	1001-01	Depository Cash-2nd Account		False	False
bh-management-bh-management	1001-02	Depository Collections Account		False	False
bh-management-bh-management	1002-00	Entity Distribution-Checking Account		False	False
bh-management-bh-management	1002-01	Partnership Checking Account		False	False
bh-management-bh-management	1002-02	Construction Checking Account		False	False
bh-management-bh-management	1003-00	Entity Distribution Savings Account		False	False
bh-management-bh-management	1003-01	Entity Certificates of Deposit		False	False
bh-management-bh-management	1004-00	Partnership Funding for Property Improvement		False	False
bh-management-bh-management	1005-00	Owner Cash Account		False	False
bh-management-bh-management	1005-01	Owner Money Market Account		False	False
bh-management-bh-management	1006-00	Petty Cash		False	False
bh-management-bh-management	1006-01	Check Requests		False	False
bh-management-bh-management	1006-09	Miscellaneous Cash		False	False
bh-management-bh-management	1008-00	Initial Rehab-Entity		False	False
bh-management-bh-management	1008-01	Initial Rehab-Partnership		False	False
bh-management-bh-management	1009-00	Initial Start-Up Account-Entity		False	False
bh-management-bh-management	1009-01	Initial Start-Up Account-Partnership		False	False
bh-management-bh-management	1010-00	Tenant Security Deposits Account		False	False
bh-management-bh-management	1010-01	Tenant Security Deposits-2nd Account		False	False
bh-management-bh-management	1031-00	Insurance Escrows Held by Property		False	False
bh-management-bh-management	1040-00	RE Tax Escrows Held by Property		False	False
bh-management-bh-management	1041-00	Insurance Escrows Held by Property		False	False
bh-management-bh-management	1045-00	Rehab Escrows Held by Property		False	False
bh-management-bh-management	1049-00	Other Escrows Held by Property		False	False
bh-management-bh-management	1050-00	Replacement Reserve Escrow		False	False
bh-management-bh-management	1050-01	Replacement Res Escrow Pmts to Lender		False	False
bh-management-bh-management	1050-02	Replacement Res Escrow Reimbursements		False	False
bh-management-bh-management	1051-00	Replacement Reserve Escrow-Entity		False	False
bh-management-bh-management	1052-00	Site Inspection Reserve Escrow		False	False
bh-management-bh-management	1053-00	Required Repair Escrow		False	False
bh-management-bh-management	1054-00	Insurance Loss Escrow		False	False
bh-management-bh-management	1055-00	Renovation Reserve Escrow		False	False
bh-management-bh-management	1056-00	Capital Expense Holdback		False	False
bh-management-bh-management	1060-00	Completion Escrow		False	False
bh-management-bh-management	1065-00	Earnout Escrow		False	False
bh-management-bh-management	1071-00	Hard Costs Contingency Holdback		False	False
bh-management-bh-management	1072-00	Interest Holdback		False	False
bh-management-bh-management	1073-00	Operating Expense Holdback		False	False
bh-management-bh-management	1079-00	Unapplied Mortgage Escrow Deposits		False	False
bh-management-bh-management	1080-00	Mortgage Escrow Deposits-RE Taxes		False	False
bh-management-bh-management	1081-00	Mortgage Escrow Deposits-Insurance		False	False
bh-management-bh-management	1100-00	Accounts Receivable-Tenants		False	False
bh-management-bh-management	1100-09	Accounts Receivable-Other Tenant		False	False
bh-management-bh-management	1180-00	Accounts Receivable-Utility Rebilling		False	False
bh-management-bh-management	1190-00	Accounts Receivable-Other		False	False
bh-management-bh-management	1190-05	Accounts Receivable-Owner		False	False
bh-management-bh-management	1190-10	Accounts Receivable-Golf Course		False	False
bh-management-bh-management	1195-00	Allowance for Doubtful Accounts		False	False
bh-management-bh-management	1210-00	Notes Receivable-Short Term		False	False
bh-management-bh-management	1250-00	Petty Cash		False	False
bh-management-bh-management	1250-01	Check Requests		False	False
bh-management-bh-management	1260-00	Cash Clearing Account		False	False
bh-management-bh-management	1302-00	Prepaid Property Insurance		False	False
bh-management-bh-management	1302-02	Prepaid Liability Insurance		False	False
bh-management-bh-management	1302-04	Prepaid Umbrella Insurance		False	False
bh-management-bh-management	1302-09	Prepaid Other Insurance		False	False
bh-management-bh-management	1305-00	Prepaid Workers Compensation		False	False
bh-management-bh-management	1310-00	Prepaid Assets		False	False
bh-management-bh-management	1310-01	Interest Rate Cap Escrow-Lender		False	False
bh-management-bh-management	1310-02	Prepaid Interest-Sellers Note		False	False
bh-management-bh-management	1320-00	Prepaid Taxes-Real Estate		False	False
bh-management-bh-management	1320-01	Prepaid Taxes-Personal Property		False	False
bh-management-bh-management	1380-00	Lease-In-Place		False	False
bh-management-bh-management	1385-00	Lease-In-Place Amortization		False	False
bh-management-bh-management	1390-00	Other Current Assets		False	False
bh-management-bh-management	1395-00	Lease-In-Place Amortization		False	False
bh-management-bh-management	1410-00	Land		False	False
bh-management-bh-management	1410-01	Land-Section 754 Basis Adj		False	False
bh-management-bh-management	1410-09	Land-Other		False	False
bh-management-bh-management	1500-00	Furniture And Fixtures		False	False
bh-management-bh-management	1500-05	Owner Capital Expenditures		False	False
bh-management-bh-management	1505-00	Autos And Trucks		False	False
bh-management-bh-management	1510-00	Equipment		False	False
bh-management-bh-management	1515-00	Accumulated Depreciation-FFE		False	False
bh-management-bh-management	1520-00	Buildings		False	False
bh-management-bh-management	1520-01	Buildings-Section 754 Basis Adj		False	False
bh-management-bh-management	1520-02	Buildings-Section 754 Step Up in Basis		False	False
bh-management-bh-management	1520-03	Buildings-Section 704 Basis Adj		False	False
bh-management-bh-management	1520-05	Buildings-Cost of Goods Sold		False	False
bh-management-bh-management	1520-09	Buildings-Other		False	False
bh-management-bh-management	1521-00	Buildings-Acquisition Costs		False	False
bh-management-bh-management	1550-00	Building Improvements		False	False
bh-management-bh-management	1550-01	Building Improvements-Carpet/Appliances		False	False
bh-management-bh-management	1550-09	Building Improvements-Other		False	False
bh-management-bh-management	1555-00	Building Construction in Process		False	False
bh-management-bh-management	1565-00	Accumulated Depreciation-Buildings		False	False
bh-management-bh-management	1575-00	Depreciable Property		False	False
bh-management-bh-management	1590-00	Other Capitalized Assets		False	False
bh-management-bh-management	1590-01	Other Capitalized Assets-Casualty Gain(Loss)		False	False
bh-management-bh-management	1595-00	Accumulated Depreciation-Other		False	False
bh-management-bh-management	1618-01	Hard Surface Flooring - Int Apt		False	False
bh-management-bh-management	1618-02	Appliances - Int Apt		False	False
bh-management-bh-management	1618-04	Mirrors - - Int Apt		False	False
bh-management-bh-management	1618-06	Cabinetry - Int Apt		False	False
bh-management-bh-management	1618-07	Counters - Int Apt		False	False
bh-management-bh-management	1618-08	Wood Trim/Doors - Int Apt		False	False
bh-management-bh-management	1618-09	Carpet - Int Apt		False	False
bh-management-bh-management	1618-10	Plumb Fixt/Sinks/GD - Int Apt		False	False
bh-management-bh-management	1618-11	Replumbing - Int Apt		False	False
bh-management-bh-management	1618-12	Light Fixtures - Int Apt		False	False
bh-management-bh-management	1618-15	Tub Enclosures - Int Apt		False	False
bh-management-bh-management	1618-16	Ceiling Fans - Int Apt		False	False
bh-management-bh-management	1618-17	Lt Wt Concrete/Subflooring - Int Apt		False	False
bh-management-bh-management	1618-18	Ceilings/Walls - Int Apt		False	False
bh-management-bh-management	1618-19	Resurfacing/ReGlazing - Int Apt		False	False
bh-management-bh-management	1618-60	Furnaces/AC Units - Rec	1	False	False
bh-management-bh-management	1618-61	Hot Water Heaters - Rec	1	False	False
bh-management-bh-management	1618-90	Other - Int Apt		False	False
bh-management-bh-management	1619-60	Furnaces/AC Units - Rec		False	False
bh-management-bh-management	1619-61	Hot Water Heaters - Rec		False	False
bh-management-bh-management	1651-18	Access Gates - Site	1	False	False
bh-management-bh-management	1651-19	Paving/Driveway - Site	7	False	False
bh-management-bh-management	1651-20	Sealcoat/Striping - Site		False	False
bh-management-bh-management	1651-21	Fencing - Site		False	False
bh-management-bh-management	1651-22	Carport/Garages - Site		False	False
bh-management-bh-management	1651-23	Exterior Lighting - Site		False	False
bh-management-bh-management	1651-24	Pool Rep/Decks/Equip - Site		False	False
bh-management-bh-management	1651-25	Pool Furniture - Site		False	False
bh-management-bh-management	1651-26	Pool Fence - Site		False	False
bh-management-bh-management	1651-27	Drainage - Site		False	False
bh-management-bh-management	1651-28	Sidewalks - Site		False	False
bh-management-bh-management	1651-31	Retaining Wall - Site		False	False
bh-management-bh-management	1651-32	Dumpster/Enclosures - Site		False	False
bh-management-bh-management	1652-11	Tennis Court - Site		False	False
bh-management-bh-management	1652-12	Tennis Court Equip - Site		False	False
bh-management-bh-management	1652-15	Tennis Court Other - Site		False	False
bh-management-bh-management	1652-21	Basketball Court - Site		False	False
bh-management-bh-management	1652-22	Basketball Court Equip - Site		False	False
bh-management-bh-management	1652-25	Basketball Court Other - Site		False	False
bh-management-bh-management	1652-31	Volleyball Court - Site		False	False
bh-management-bh-management	1652-32	Volleyball Court Equip - Site		False	False
bh-management-bh-management	1652-35	Volleyball Court Other - Site		False	False
bh-management-bh-management	1652-41	Childrens Play Court - Site		False	False
bh-management-bh-management	1652-42	Childrens Play Court Equip - Site		False	False
bh-management-bh-management	1652-45	Childrens Play Court Other - Site		False	False
bh-management-bh-management	1652-51	Tennis Court - Site		False	False
bh-management-bh-management	1652-52	Grill/Picnic Area Equip - Site		False	False
bh-management-bh-management	1652-53	Basketball Court - Site	7	False	False
bh-management-bh-management	1652-55	Volleyball Court - Site		False	False
bh-management-bh-management	1652-57	Sport Court - Site	7	False	False
bh-management-bh-management	1652-58	Sport Court Equip - Site	7	False	False
bh-management-bh-management	1652-61	Golf Course - Site		False	False
bh-management-bh-management	1652-62	Golf Course Equip - Site		False	False
bh-management-bh-management	1652-63	Grill/Picnic Area - Site	7	False	False
bh-management-bh-management	1652-64	Grill/Picnic Area Equip - Site	7	False	False
bh-management-bh-management	1652-65	Sport Court/Golf Cse Other - Site		False	False
bh-management-bh-management	1652-67	Dog Park - Site	7	False	False
bh-management-bh-management	1652-68	Dog Park Equipment - Site	7	False	False
bh-management-bh-management	1652-69	Pet Stations - Site	7	False	False
bh-management-bh-management	1652-71	Playground - Site		False	False
bh-management-bh-management	1652-72	Playground Equip - Site	7	False	False
bh-management-bh-management	1652-90	Other Site Impr - Site		False	False
bh-management-bh-management	1653-01	Plants/Lawn - Lscp		False	False
bh-management-bh-management	1653-02	Tree Removal/Trim - Lscp		False	False
bh-management-bh-management	1653-03	Irrigation System/Sprinkler - Lscp		False	False
bh-management-bh-management	1653-90	Other Landscaping - Lscp		False	False
bh-management-bh-management	1654-01	Foundations - Ext		False	False
bh-management-bh-management	1654-02	Termite Treatment- Ext		False	False
bh-management-bh-management	1654-03	Carpentry- Ext		False	False
bh-management-bh-management	1654-04	Windows- Ext		False	False
bh-management-bh-management	1654-05	Lt Wt Concrete- Ext		False	False
bh-management-bh-management	1654-06	Masonry- Ext		False	False
bh-management-bh-management	1654-07	Roofing- Ext		False	False
bh-management-bh-management	1654-08	Stair/Rail- Ext		False	False
bh-management-bh-management	1654-09	Gutters- Ext		False	False
bh-management-bh-management	1654-10	Doors- Ext		False	False
bh-management-bh-management	1654-11	Paint- Ext		False	False
bh-management-bh-management	1654-12	Patio/Balcony/Fencing- Ext		False	False
bh-management-bh-management	1654-13	Attic Ventilation/Chimneys - Ext		False	False
bh-management-bh-management	1654-14	Siding- Ext		False	False
bh-management-bh-management	1654-15	Structural - Ext		False	False
bh-management-bh-management	1654-90	Other Ext Bldg Impr- Ext		False	False
bh-management-bh-management	1655-08	Stair/Rail - Int		False	False
bh-management-bh-management	1655-11	Paint - Int		False	False
bh-management-bh-management	1655-15	Hallways - Int		False	False
bh-management-bh-management	1655-16	Laundry Facility - Int		False	False
bh-management-bh-management	1655-17	Elevators - Int		False	False
bh-management-bh-management	1655-90	Other Int Bldg Impr - Int		False	False
bh-management-bh-management	1656-01	Elect Switches/Outlets - Mech		False	False
bh-management-bh-management	1656-02	Chiller - Mech		False	False
bh-management-bh-management	1656-03	Boilers/Furnaces - Mech		False	False
bh-management-bh-management	1656-04	Water Treatment - Mech		False	False
bh-management-bh-management	1656-06	Electrical - Mech		False	False
bh-management-bh-management	1656-07	Sanitary Lines - Mech		False	False
bh-management-bh-management	1656-08	Sub Metering - Mech		False	False
bh-management-bh-management	1656-09	Water Lines - Mech		False	False
bh-management-bh-management	1656-10	Green Initiatives - Mech		False	False
bh-management-bh-management	1656-90	Mech/Elect/PlumbOther - Mech		False	False
bh-management-bh-management	1657-01	Exterior Upgrades - Office		False	False
bh-management-bh-management	1657-02	Interior Upgrades - Office		False	False
bh-management-bh-management	1657-03	Furnishings - Office		False	False
bh-management-bh-management	1657-04	Equipment - Office		False	False
bh-management-bh-management	1657-05	Carpet - Office		False	False
bh-management-bh-management	1657-06	Computer Software - Office		False	False
bh-management-bh-management	1657-09	Other - Office		False	False
bh-management-bh-management	1657-11	Exterior Upgrades - Clubroom		False	False
bh-management-bh-management	1657-12	Interior Upgrades - Clubroom		False	False
bh-management-bh-management	1657-13	Furnishings - Clubroom		False	False
bh-management-bh-management	1657-14	Equipment - Clubroom		False	False
bh-management-bh-management	1657-15	Carpet - Clubroom		False	False
bh-management-bh-management	1657-19	Other - Clubroom		False	False
bh-management-bh-management	1657-21	Exterior Upgrades - Fit Ctr		False	False
bh-management-bh-management	1657-22	Interior Upgrades - Fit Ctr		False	False
bh-management-bh-management	1657-23	Furnishings - Fit Ctr		False	False
bh-management-bh-management	1657-24	Equipment - Fit Ctr		False	False
bh-management-bh-management	1657-25	Carpet - Fit Ctr		False	False
bh-management-bh-management	1657-29	Other - Fit Ctr		False	False
bh-management-bh-management	1657-31	Exterior Upgrades - Bus Ctr		False	False
bh-management-bh-management	1657-32	Interior Upgrade - Bus Ctr		False	False
bh-management-bh-management	1657-33	Furnishings - Bus Ctr		False	False
bh-management-bh-management	1657-34	Equipment - Bus Ctr		False	False
bh-management-bh-management	1657-35	Carpet - Bus Ctr		False	False
bh-management-bh-management	1657-39	Other - Bus Ctr		False	False
bh-management-bh-management	1657-41	Exterior Upgrades - Model		False	False
bh-management-bh-management	1657-42	Interior Upgrades - Model		False	False
bh-management-bh-management	1657-43	Furnishings - Model		False	False
bh-management-bh-management	1657-44	Equipment - Model		False	False
bh-management-bh-management	1657-45	Carpet - Model		False	False
bh-management-bh-management	1657-49	Other - Model		False	False
bh-management-bh-management	1657-80	Mail/Package Area - Bldg	7	False	False
bh-management-bh-management	1657-90	Other - Admin Bldgs		False	False
bh-management-bh-management	1659-01	Signage - Misc		False	False
bh-management-bh-management	1659-02	ADA Compliance - Misc		False	False
bh-management-bh-management	1659-03	Elevators - Misc		False	False
bh-management-bh-management	1659-04	Fire/Security System - Misc		False	False
bh-management-bh-management	1659-05	Lead Paint Compliance - Misc		False	False
bh-management-bh-management	1659-06	Utility Conservation - Misc		False	False
bh-management-bh-management	1659-07	Equipment - Misc		False	False
bh-management-bh-management	1659-08	Architectual Fees - Misc		False	False
bh-management-bh-management	1659-09	Consulting Fees - Misc		False	False
bh-management-bh-management	1659-10	Contingency - Misc		False	False
bh-management-bh-management	1659-11	Mold Compliance - Misc		False	False
bh-management-bh-management	1659-12	Supervision Fees - Misc		False	False
bh-management-bh-management	1659-90	Other - Misc		False	False
bh-management-bh-management	1710-01	Initial Start-Up-Equipment		False	False
bh-management-bh-management	1710-02	Initial Start-Up-Marketing		False	False
bh-management-bh-management	1710-03	Initial Start-Up-Administration		False	False
bh-management-bh-management	1710-04	Initial Start-Up-Maintenance		False	False
bh-management-bh-management	1710-05	Initial Start-Up-Bad Debt		False	False
bh-management-bh-management	1710-06	Initial Start-Up-Concessions		False	False
bh-management-bh-management	1710-07	Initial Start-Up-Model Unit		False	False
bh-management-bh-management	1710-08	Initial Start-Up-Takeover Employee Expense		False	False
bh-management-bh-management	1710-90	Initial Start-Up-Miscellaneous		False	False
bh-management-bh-management	1751-20	Req Rep Site-Parking/Paving/Striping		False	False
bh-management-bh-management	1751-21	Req Rep Site-Fencing/Gates		False	False
bh-management-bh-management	1751-22	Req Rep Site-Carport/Garages		False	False
bh-management-bh-management	1751-23	Req Rep Site-Exterior Lighting		False	False
bh-management-bh-management	1751-24	Req Rep Site-Pool Repairs/Decks/Equipment		False	False
bh-management-bh-management	1751-25	Req Rep Site-Pool Furniture		False	False
bh-management-bh-management	1751-26	Req Rep Site-Pool Fence		False	False
bh-management-bh-management	1751-27	Req Rep Site-Drainage		False	False
bh-management-bh-management	1751-28	Req Rep Site-Sidewalks		False	False
bh-management-bh-management	1751-31	Req Rep Site-Retaining Walls		False	False
bh-management-bh-management	1751-32	Req Rep Site-Dumpster/Enclosures		False	False
bh-management-bh-management	1752-11	Req Rep Site-Tennis Court		False	False
bh-management-bh-management	1752-12	Req Rep Site-Tennis Court Equipment		False	False
bh-management-bh-management	1752-15	Req Rep Site-Tennis Court Other		False	False
bh-management-bh-management	1752-21	Req Rep Site-Basketball Court		False	False
bh-management-bh-management	1752-22	Req Rep Site-Basketball Court Equipment		False	False
bh-management-bh-management	1752-25	Req Rep Site-Basketball Court Other		False	False
bh-management-bh-management	1752-31	Req Rep Site-Volleyball Court		False	False
bh-management-bh-management	1752-32	Req Rep Site-Volleyball Court Equipment		False	False
bh-management-bh-management	1752-35	Req Rep Site-Volleyball Court Other		False	False
bh-management-bh-management	1752-41	Req Rep Site-Childrens Play Court		False	False
bh-management-bh-management	1752-42	Req Rep Site-Childrens Play Court Equipment		False	False
bh-management-bh-management	1752-45	Req Rep Site-Childrens Play Court Other		False	False
bh-management-bh-management	1752-51	Req Rep Site-Grill/Picnic Area		False	False
bh-management-bh-management	1752-52	Req Rep Site-Grill/Picnic Area Equipment		False	False
bh-management-bh-management	1752-55	Req Rep Site-Grill/Picnic Area Other		False	False
bh-management-bh-management	1752-61	Req Rep Site-Sport Court/Golf Course		False	False
bh-management-bh-management	1752-62	Req Rep Site-Sport Court/Golf Course Equipment		False	False
bh-management-bh-management	1752-65	Req Rep Site-Sport Court/Golf Course Other		False	False
bh-management-bh-management	1752-90	Req Rep Site-Other Site Improvement		False	False
bh-management-bh-management	1753-01	Req Rep Lscp-Plants/Lawn		False	False
bh-management-bh-management	1753-02	Req Rep Lscp-Tree Removal/Trim		False	False
bh-management-bh-management	1753-03	Req Rep Lscp-Irrigation System/Sprinkler		False	False
bh-management-bh-management	1753-90	Req Rep Lscp-Other Landscaping		False	False
bh-management-bh-management	1754-01	Req Rep Ext-Foundations		False	False
bh-management-bh-management	1754-02	Req Rep Ext-Termite Treatment		False	False
bh-management-bh-management	1754-03	Req Rep Ext-Carpentry		False	False
bh-management-bh-management	1754-04	Req Rep Ext-Windows		False	False
bh-management-bh-management	1754-05	Req Rep Ext-Lt Wt Concrete		False	False
bh-management-bh-management	1754-06	Req Rep Ext-Masonry		False	False
bh-management-bh-management	1754-07	Req Rep Ext-Roofing		False	False
bh-management-bh-management	1754-08	Req Rep Ext-Stair/Rail		False	False
bh-management-bh-management	1754-09	Req Rep Ext-Gutters		False	False
bh-management-bh-management	1754-10	Req Rep Ext-Doors		False	False
bh-management-bh-management	1754-11	Req Rep Ext-Paint		False	False
bh-management-bh-management	1754-12	Req Rep Ext-Patio/Balcony/Fencing		False	False
bh-management-bh-management	1754-13	Req Rep Ext-Attic Ventilation/Chimneys		False	False
bh-management-bh-management	1754-14	Req Rep Ext-Siding		False	False
bh-management-bh-management	1754-90	Req Rep Ext-Other Ext Bldg Improvements		False	False
bh-management-bh-management	1755-08	Req Rep Int-Stair/Rail		False	False
bh-management-bh-management	1755-11	Req Rep Int-Paint		False	False
bh-management-bh-management	1755-15	Req Rep Int-Hallways		False	False
bh-management-bh-management	1755-16	Req Rep Int-Laundry Facility		False	False
bh-management-bh-management	1755-17	Req Rep Int-Elevators		False	False
bh-management-bh-management	1755-90	Req Rep Int-Other Int Bldg Imporvements		False	False
bh-management-bh-management	1756-01	Req Rep Mech-Co Alr Elect Switches		False	False
bh-management-bh-management	1756-02	Req Rep Mech-HVAC Disconnects		False	False
bh-management-bh-management	1756-03	Req Rep Mech-Boilers/Furnaces		False	False
bh-management-bh-management	1756-04	Req Rep Mech-Water Treatment		False	False
bh-management-bh-management	1756-06	Req Rep Mech-Electrical		False	False
bh-management-bh-management	1756-07	Req Rep Mech-Sanitary Lines		False	False
bh-management-bh-management	1756-08	Req Rep Mech-Sub Metering		False	False
bh-management-bh-management	1756-09	Req Rep Mech-Water Lines		False	False
bh-management-bh-management	1756-90	Req Rep Mech-Mech/Elect/Plumb-Other		False	False
bh-management-bh-management	1757-01	Req Rep Office-Exterior Upgrades		False	False
bh-management-bh-management	1757-02	Req Rep Office-Interior Upgrades		False	False
bh-management-bh-management	1757-03	Req Rep Office-Furnishings		False	False
bh-management-bh-management	1757-04	Req Rep Office-Equipment		False	False
bh-management-bh-management	1757-05	Req Rep Office-Carpet		False	False
bh-management-bh-management	1757-09	Req Rep Office-Other		False	False
bh-management-bh-management	1757-11	Req Rep Clubroom-Exterior Upgrades		False	False
bh-management-bh-management	1757-12	Req Rep Clubroom-Interior Upgrades		False	False
bh-management-bh-management	1757-13	Req Rep Clubroom-Furnishings		False	False
bh-management-bh-management	1757-14	Req Rep Clubroom-Equipment		False	False
bh-management-bh-management	1757-15	Req Rep Clubroom-Carpet		False	False
bh-management-bh-management	1757-19	Req Rep Clubroom-Other		False	False
bh-management-bh-management	1757-21	Req Rep Fit Ctr-Exterior Upgrades		False	False
bh-management-bh-management	1757-22	Req Rep Fit Ctr-Interior Upgrades		False	False
bh-management-bh-management	1757-23	Req Rep Fit Ctr-Furnishings		False	False
bh-management-bh-management	1757-24	Req Rep Fit Ctr-Equipment		False	False
bh-management-bh-management	1757-25	Req Rep Fit Ctr-Carpet		False	False
bh-management-bh-management	1757-29	Req Rep Fit Ctr-Other		False	False
bh-management-bh-management	1757-31	Req Rep Bus Ctr-Exterior Upgrades		False	False
bh-management-bh-management	1757-32	Req Rep Bus Ctr-Interior Upgrades		False	False
bh-management-bh-management	1757-33	Req Rep Bus Ctr-Furnishings		False	False
bh-management-bh-management	1757-34	Req Rep Bus Ctr-Equipment		False	False
bh-management-bh-management	1757-35	Req Rep Bus Ctr-Carpet		False	False
bh-management-bh-management	1757-39	Req Rep Bus Ctr-Other		False	False
bh-management-bh-management	1757-41	Req Rep Model-Exterior Upgrades		False	False
bh-management-bh-management	1757-42	Req Rep Model-Interior Upgrades		False	False
bh-management-bh-management	1757-43	Req Rep Model-Furnishings		False	False
bh-management-bh-management	1757-44	Req Rep Model-Equipment		False	False
bh-management-bh-management	1757-45	Req Rep Model-Carpet		False	False
bh-management-bh-management	1757-49	Req Rep Model-Other		False	False
